"","mes-de-seq","especie","amostra","tag","total_no_reads_pool","threshold","OTU","no_reads_OTU","final_fate","family","genus","double_checked_CIM","first_species_BLAST","first_species_BOLD","species","seeds_found","notes"
"186","Jul-2024","Thlypopsis sordida","252","C",1107,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"not successfully sequenced"
"187","Jul-2024","Eucometis penicillata","400","D",1107,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"188","Jul-2024","Tachyphonus coronatus","420","E",1107,1,"P07_E_01",4,1,"Piperaceae","Piper",NA,"Piper amalago","Piper sp.",NA,1,"same as seeds found!"
"189","Jul-2024","Ramphocelus carbo","109","H",1107,1,NA,NA,3,NA,NA,"X",NA,NA,NA,NA,NA
"190","Jul-2024","Lathrotriccus euleri","365","A",291,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"191","Jul-2024","Myiarchus ferox","241","B",291,0,"P08_B_01",88,1,"Melastomataceae","Miconia",NA,"Miconia pusilliflora","Clidemia urceolata",NA,1,"same as seeds found! but detected as contamination? and < 97 reads, excluded sample"
"192","Jul-2024","Myiarchus ferox","241","B",291,0,"P08_B_02",26,4,"Moraceae","Morus",NA,"Milicia regia","Streblus pendulinus",NA,NA,"detected as contamination in tag B, < 427 reads"
"193","Jul-2024","Myiarchus ferox","241","B",291,0,"P08_B_03",7,4,"Myrtaceae","Psidium",NA,"Psidium cattleyanum","Eugenia oerstedeana",NA,NA,"contamination?"
"194","Jul-2024","Myiarchus ferox","241","B",291,0,"P08_B_04",9,4,"Malvaceae","Guazuma",NA,"Guazuma ulmifolia","Guazuma ulmifolia",NA,NA,"contamination?"
"195","Jul-2024","Myiarchus ferox","241","B",291,0,"P08_B_05",2,4,"Malpighiaceae","Banisteriopsis",NA,"Banisteriopsis caapi","Banisteriopsis muricata",NA,NA,"detected as contamination in tag B, < 7 reads"
"196","Jul-2024","Myiarchus ferox","241","B",291,0,"P08_B_06",2,4,"Meliaceae","Guarea",NA,"Guarea guidonia","Guarea guidonia",NA,NA,"contamination?"
"197","Jul-2024","Antilophia galeata","385","C",291,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"198","Jul-2024","Leptopogon amaurocephalus","075","D",291,0,NA,NA,3,NA,NA,"X",NA,NA,NA,NA,NA
"199","Jul-2024","Myiodynastes maculatus","104","E",291,0,NA,NA,3,NA,NA,"X",NA,NA,NA,NA,NA
"200","Jul-2024","Pitangus sulphuratus","238","H",291,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"201","Jul-2024","Eucometis penicillata","040","A",25923,13,"P09_A_01",136,1,"Salicaceae","Casearia","X","Casearia sylvestris","Casearia sylvestris",NA,1,"same as seeds found!"
"202","Jul-2024","Antilophia galeata","384","B",25923,13,"P09_B_01",19882,1,"Melastomataceae","Miconia",NA,"Miconia pusilliflora","Clidemia urceolata",NA,NA,">97 reads"
"203","Jul-2024","Antilophia galeata","384","B",25923,13,"P09_B_02",31,1,"Euphorbiaceae","Alchornea",NA,"Alchornea glandulosa","Alchornea costaricensis",NA,NA,NA
"204","Jul-2024","Antilophia galeata","384","B",25923,13,"P09_B_03",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"205","Jul-2024","Antilophia galeata","384","B",25923,13,"P09_B_04",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"206","Jul-2024","Antilophia galeata","384","B",25923,13,"P09_B_05",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"207","Jul-2024","Antilophia galeata","087","C",25923,13,"P09_C_01",114,1,"Myrtaceae","Myrcia","X","Calyptranthes concinna","Calyptranthes chiapensis",NA,NA,"esse genero n<e3>o existe mais, <e9> tudo Myrcia agora"
"208","Jul-2024","Antilophia galeata","087","C",25923,13,"P09_C_02",9,0,NA,NA,"X",NA,NA,NA,NA,NA
"209","Jul-2024","Manacus manacus","287","D",25923,13,"P09_D_01",50,1,"Cannabaceae","Trema",NA,"Trema lamarckianum","Muntingia calabura",NA,NA,"Muntingiaceae on BOLD"
"210","Jul-2024","Manacus manacus","287","D",25923,13,"P09_D_02",20,1,"Melastomataceae","Miconia",NA,"Miconia melastomoides","Clidemia urceolata",NA,NA,NA
"211","Jul-2024","Manacus manacus","287","D",25923,13,"P09_D_03",6,0,NA,NA,NA,NA,NA,NA,NA,NA
"212","Jul-2024","Antilophia galeata","290","E",25923,13,"P09_E_01",146,1,"Myrtaceae","Psidium",NA,"Psidium cattleyanum","Eugenia/Psidium",NA,NA,NA
"213","Jul-2024","Antilophia galeata","290","E",25923,13,"P09_E_02",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"214","Jul-2024","Antilophia galeata","290","E",25923,13,"P09_E_03",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"215","Jul-2024","Antilophia galeata","290","E",25923,13,"P09_E_04",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"216","Jul-2024","Nemosia pileata","050","H",25923,13,"P09_H_01",23,1,"Salicaceae","Casearia","X","Casearia sylvestris","Casearia sylvestris",NA,NA,NA
"217","Jul-2024","Myiarchus ferox","246","A",14221,7,"P10_A_01",1271,1,"Melastomataceae","Miconia",NA,"Miconia pusilliflora","Clidemia urceolata",NA,NA,NA
"218","Jul-2024","Myiarchus ferox","246","A",14221,7,"P10_A_02",25,1,"Malpighiaceae","Banisteriopsis",NA,"Banisteriopsis caapi","Banisteriopsis muricata",NA,NA,"not contamination bc with tag A, not B, and > 7 reads"
"219","Jul-2024","Myiarchus ferox","246","A",14221,7,"P10_A_03",9,1,"Solanaceae","Solanum",NA,"Capsicum annuum","Datura stramonium",NA,NA,NA
"220","Jul-2024","Myiarchus ferox","246","A",14221,7,"P10_A_04",7,1,"Myrtaceae","Syzygium",NA,"Syzygium tympananthum","Eugenia erythrophylla",NA,NA,NA
"221","Jul-2024","Myiarchus ferox","136","B",14221,7,"P10_B_01",4048,1,"Fabaceae","Albizia",NA,"Schleichera oleosa","Albizia coriaria",NA,NA,"Fabaceae according to BOLD"
"222","Jul-2024","Myiarchus ferox","136","B",14221,7,"P10_B_02",5,0,"Salicaceae","Casearia",NA,NA,NA,NA,NA,NA
"223","Jul-2024","Myiarchus ferox","136","B",14221,7,"P10_B_03",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"224","Jul-2024","Myiarchus ferox","136","B",14221,7,"P10_B_04",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"225","Jul-2024","Myiarchus ferox","136","B",14221,7,"P10_B_05",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"226","Jul-2024","Myiarchus ferox","136","B",14221,7,"P10_B_06",3055,1,"Melastomataceae","Miconia",NA,"Miconia pusilliflora","Clidemia urceolata",NA,NA,">97 reads"
"227","Jul-2024","Myiarchus ferox","136","B",14221,7,"P10_B_07",565,1,"Fabaceae","Albizia",NA,"Myroxylon peruiferum","Albizia occidentalis",NA,NA,"Fabaceae according to BOLD"
"228","Jul-2024","Myiarchus ferox","136","B",14221,7,"P10_B_08",310,4,"Moraceae","Morus",NA,"Milicia regia","Streblus pendulinus",NA,NA,"detected as contamination in tag B, < 427 reads"
"229","Jul-2024","Myiarchus ferox","136","B",14221,7,"P10_B_09",266,2,"Fabaceae","Albizia",NA,"Albizia sp.",NA,NA,NA,"93% match"
"230","Jul-2024","Myiarchus ferox","136","B",14221,7,"P10_B_10",42,1,"Solanaceae","Solanum",NA,"Capsicum annuum","Datura stramonium",NA,NA,NA
"231","Jul-2024","Myiarchus ferox","136","B",14221,7,"P10_B_11",27,1,"Apocynaceae","Aspidosperma",NA,"Aspidosperma ramiflorum","Aspidosperma spruceanum",NA,NA,NA
"232","Jul-2024","Myiarchus ferox","136","B",14221,7,"P10_B_12",31,2,"Malvaceae",NA,NA,"Firmiana simplex","Brachychiton acerifolius",NA,NA,"< 98% similarity"
"233","Jul-2024","Myiarchus ferox","136","B",14221,7,"P10_B_13",12,2,"Fabaceae","unknown",NA,"Fabaceae sp.",NA,NA,NA,"97% match"
"234","Jul-2024","Pitangus sulphuratus","243","C",14221,7,"P10_C_01",59,1,"Melastomataceae","Miconia",NA,"Miconia pusilliflora","Clidemia urceolata",NA,NA,NA
"235","Jul-2024","Turdus amaurochalinus","477","D",14221,7,"P10_D_01",37,1,"Moraceae","Morus",NA,"Milicia regia","Streblus pendulinus",NA,NA,NA
"236","Jul-2024","Turdus amaurochalinus","477","D",14221,7,"P10_D_02",14,1,"Rosaceae","Rubus",NA,"Rubus amabilis","Rubus trivialis",NA,NA,NA
"237","Jul-2024","Turdus leucomelas","481","E",14221,7,"P10_E_01",34,1,"Arecaceae","Syagrus",NA,"Sabal yapa","Acrocomia aculeata",NA,NA,"Syagrus?"
"238","Jul-2024","Turdus leucomelas","481","E",14221,7,"P10_E_02",18,1,"Meliaceae","Guarea",NA,"Guarea guidonia","Guarea guidonia",NA,NA,NA
"239","Jul-2024","Turdus leucomelas","481","E",14221,7,"P10_E_03",9,1,"Primulaceae","Stylogyne",NA,"Embelia philippinensis","Stylogyne cauliflora",NA,NA,NA
"240","Jul-2024","Tachyphonus coronatus","432","H",14221,7,"P10_H_01",24,1,"Salicaceae","Casearia",NA,"Casearia sylvestris","Casearia praecox",NA,NA,NA
"241","Jul-2024","Ramphocelus carbo","110","A",16177,8,"P11_A_01",1310,1,"Solanaeceae","Cestrum",NA,"Nicotiana solanifolia","Nicotiana rustica",NA,NA,NA
"242","Jul-2024","Ramphocelus carbo","110","A",16177,8,"P11_A_02",100,1,"Urticaceae","Cecropia",NA,"Cecropia pachystachya",NA,NA,NA,NA
"243","Jul-2024","Ramphocelus carbo","110","A",16177,8,"P11_A_03",16,1,"Euphorbiaceae","Alchornea",NA,"Alchornea glandulosa",NA,NA,NA,NA
"244","Jul-2024","Ramphocelus carbo","110","A",16177,8,"P11_A_04",31,1,"Rhamnaceae","Gouania",NA,"Gouania lupuloides",NA,NA,NA,NA
"245","Jul-2024","Antilophia galeata","447","B",16177,8,"P11_B_01",4892,1,"Bignoniaceae","Amphilophium",NA,"Amphilophium steyermarkii",NA,NA,NA,"native, climbing"
"246","Jul-2024","Antilophia galeata","447","B",16177,8,"P11_B_02",1876,1,"Urticaceae","Cecropia",NA,"Cecropia palmata",NA,NA,NA,NA
"247","Jul-2024","Antilophia galeata","447","B",16177,8,"P11_B_03",735,1,"Sapindaceae","Serjania/Paullinia",NA,"Serjania brachycarpa",NA,NA,NA,NA
"248","Jul-2024","Antilophia galeata","447","B",16177,8,"P11_B_04",500,1,"Solanaceae","Solanum",NA,"Capsicum annuum",NA,NA,NA,"pimenta, maybe cultivated, herbaceous"
"249","Jul-2024","Antilophia galeata","447","B",16177,8,"P11_B_05",256,2,NA,NA,NA,NA,NA,NA,NA,"<98% similarity with any organism"
"250","Jul-2024","Antilophia galeata","447","B",16177,8,"P11_B_06",154,2,NA,NA,NA,NA,NA,NA,NA,"<98% similarity with any organism"
"251","Jul-2024","Antilophia galeata","447","B",16177,8,"P11_B_07",111,1,"Melastomataceae","Miconia",NA,"Miconia pusilliflora",NA,NA,NA,"> 97 reads"
"252","Jul-2024","Antilophia galeata","447","B",16177,8,"P11_B_08",94,1,"Sapinidaceae","Allophylus",NA,"Rhysotoechia florulenta",NA,NA,NA,NA
"253","Jul-2024","Antilophia galeata","447","B",16177,8,"P11_B_09",48,2,NA,NA,NA,NA,NA,NA,NA,"<98% similarity with any organism"
"254","Jul-2024","Antilophia galeata","447","B",16177,8,"P11_B_10",79,2,NA,NA,NA,NA,NA,NA,NA,"<98% similarity with any organism"
"255","Jul-2024","Antilophia galeata","447","B",16177,8,"P11_B_11",84,2,NA,NA,NA,NA,NA,NA,NA,"<98% similarity with any organism"
"256","Jul-2024","Antilophia galeata","447","B",16177,8,"P11_B_12",70,2,NA,NA,NA,NA,NA,NA,NA,"<98% similarity with any organism"
"257","Jul-2024","Antilophia galeata","447","B",16177,8,"P11_B_13",38,1,"Verbenaceae","Citharexylum",NA,"Chaenorhinum minus",NA,NA,NA,NA
"258","Jul-2024","Antilophia galeata","447","B",16177,8,"P11_B_14",25,2,NA,NA,NA,NA,NA,NA,NA,"<98% similarity with any organism"
"259","Jul-2024","Antilophia galeata","447","B",16177,8,"P11_B_15",54,2,NA,NA,NA,NA,NA,NA,NA,"<98% similarity with any organism"
"260","Jul-2024","Antilophia galeata","447","B",16177,8,"P11_B_16",7,2,NA,NA,NA,NA,NA,NA,NA,NA
"261","Jul-2024","Antilophia galeata","447","B",16177,8,"P11_B_17",16,1,"Solanaceae","Nicotiana",NA,"Mandragora caulescens",NA,NA,NA,NA
"262","Jul-2024","Antilophia galeata","447","B",16177,8,"P11_B_18",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"263","Jul-2024","Antilophia galeata","447","B",16177,8,"P11_B_19",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"264","Jul-2024","Antilophia galeata","447","B",16177,8,"P11_B_20",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"265","Jul-2024","Antilophia galeata","447","B",16177,8,"P11_B_21",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"266","Jul-2024","Antilophia galeata","447","B",16177,8,"P11_B_22",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"267","Jul-2024","Antilophia galeata","447","B",16177,8,"P11_B_23",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"268","Jul-2024","Antilophia galeata","447","B",16177,8,"P11_B_24",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"269","Jul-2024","Antilophia galeata","447","B",16177,8,"P11_B_25",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"270","Jul-2024","Antilophia galeata","447","B",16177,8,"P11_B_26",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"271","Jul-2024","Antilophia galeata","458","C",16177,8,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"272","Jul-2024","Ramphocelus carbo","103","D",16177,8,"P11_D_01",65,1,"Solanaeceae","Solanum","X","Nicotiana solanifolia",NA,NA,NA,NA
"273","Jul-2024","Ramphocelus carbo","103","D",16177,8,"P11_D_02",94,1,"Boraginaceae","Cordia","X","Cordia spinescens",NA,NA,NA,NA
"274","Jul-2024","Ramphocelus carbo","103","D",16177,8,"P11_D_03",2,0,NA,NA,"X",NA,NA,NA,NA,NA
"275","Jul-2024","Arremon flavirostris","099","E",16177,8,"P11_E_01",47,1,"Sapindaceae","Serjania/Paullinia",NA,"Serjania brachycarpa",NA,NA,NA,NA
"276","Jul-2024","Arremon flavirostris","099","E",16177,8,"P11_E_02",26,1,"Solanaeceae","Nicotiana",NA,"Nicotiana solanifolia",NA,NA,NA,"small solanaceae present is probably Solanum americananum"
"277","Jul-2024","Arremon flavirostris","099","E",16177,8,"P11_E_03",9,1,"Polygonaceae","Ruprechtia",NA,"Ruprechtia laxiflora",NA,NA,NA,NA
"278","Jul-2024","Arremon flavirostris","099","E",16177,8,"P11_E_04",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"279","Jul-2024","Arremon flavirostris","099","E",16177,8,"P11_E_05",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"280","Jul-2024","Arremon flavirostris","271","H",16177,8,"P11_H_01",24,1,"Melastomataceae","Miconia",NA,"Miconia pusilliflora",NA,NA,NA,NA
"281","Jul-2024","Arremon flavirostris","271","H",16177,8,"P11_H_02",5,0,NA,NA,NA,NA,NA,NA,NA,NA
"282","Jul-2024","Arremon flavirostris","271","H",16177,8,"P11_H_03",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"283","Jul-2024","Ramphocelus carbo","322","A",26460,13,"P12_A_01",1075,1,"Piperaceae","Piper",NA,"Piper chamissonis",NA,NA,NA,NA
"284","Jul-2024","Ramphocelus carbo","322","A",26460,13,"P12_A_02",23,1,"Sapindaceae","Serjania/Paullinia",NA,"Serjania brachycarpa",NA,NA,NA,NA
"285","Jul-2024","Ramphocelus carbo","322","A",26460,13,"P12_A_03",3,0,NA,NA,NA,NA,NA,NA,NA,NA
"286","Jul-2024","Ramphocelus carbo","322","A",26460,13,"P12_A_04",5,0,NA,NA,NA,NA,NA,NA,NA,NA
"287","Jul-2024","Cnemotriccus fuscatus","043","B",26460,13,"P12_B_01",18446,1,"Salicaceae","Casearia","X","Casearia sylvestris",NA,NA,NA,NA
"288","Jul-2024","Cnemotriccus fuscatus","043","B",26460,13,"P12_B_02",1000,1,"Meliaceae","Trichilia","X","Dysoxylum densiflorum",NA,NA,NA,NA
"289","Jul-2024","Cnemotriccus fuscatus","043","B",26460,13,"P12_B_03",146,1,"Combretaceae","Terminalia","X","Terminalia guyanensis",NA,NA,NA,NA
"290","Jul-2024","Cnemotriccus fuscatus","043","B",26460,13,"P12_B_04",58,2,NA,NA,"X",NA,NA,NA,NA,"<98% similarity with any organism"
"291","Jul-2024","Cnemotriccus fuscatus","043","B",26460,13,"P12_B_05",24,2,NA,NA,"X",NA,NA,NA,NA,NA
"292","Jul-2024","Cnemotriccus fuscatus","043","B",26460,13,"P12_B_06",36,2,NA,NA,"X",NA,NA,NA,NA,NA
"293","Jul-2024","Cnemotriccus fuscatus","043","B",26460,13,"P12_B_07",25,1,"Salicaceae","Casearia","X","Ryania speciosa",NA,NA,NA,NA
"294","Jul-2024","Cnemotriccus fuscatus","043","B",26460,13,"P12_B_08",2,0,NA,NA,"X",NA,NA,NA,NA,NA
"295","Jul-2024","Cnemotriccus fuscatus","043","B",26460,13,"P12_B_09",6,0,NA,NA,"X",NA,NA,NA,NA,NA
"296","Jul-2024","Cnemotriccus fuscatus","043","B",26460,13,"P12_B_10",2,0,NA,NA,"X",NA,NA,NA,NA,NA
"297","Jul-2024","Cnemotriccus fuscatus","043","B",26460,13,"P12_B_11",2,0,NA,NA,"X",NA,NA,NA,NA,NA
"298","Jul-2024","Thraupis sayaca","212","C",26460,13,"P12_C_01",39,1,"Melastomataceae","Miconia",NA,"Miconia pusilliflora",NA,NA,NA,NA
"299","Jul-2024","Thraupis sayaca","212","C",26460,13,"P12_C_02",28,1,"Moraceae","Maclura",NA,"Maclura tinctoria",NA,NA,NA,NA
"300","Jul-2024","Pitangus sulphuratus","244","D",26460,13,"P12_D_01",104,1,"Myrtaceae","Psidium","X","Psidium cattleyanum",NA,NA,NA,NA
"301","Jul-2024","Pitangus sulphuratus","244","D",26460,13,"P12_D_02",9,0,"Melastomataceae","Miconia","X",NA,NA,NA,NA,NA
"302","Jul-2024","Turdus leucomelas","257","E",26460,13,"P12_E_01",68,1,"Myrtaceae","Syzygium",NA,"Syzygium cumini",NA,NA,NA,NA
"303","Jul-2024","Turdus leucomelas","257","E",26460,13,"P12_E_02",22,1,"Fabaceae","Senna",NA,"Conzattia multiflora",NA,NA,NA,NA
"304","Jul-2024","Turdus leucomelas","257","E",26460,13,"P12_E_03",7,0,"Heliotropiaceae","Myriopus",NA,NA,NA,NA,NA,NA
"305","Jul-2024","Turdus leucomelas","257","E",26460,13,"P12_E_04",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"306","Jul-2024","Ramphocelus carbo","321","H",26460,13,"P12_H_01",24,1,"Solanaceae","Solanum",NA,"Solanum tuberosum",NA,NA,NA,NA
"307","Jul-2024","branco","branco","A",996,0,"P13_A_01",22,1,"Melastomataceae","Miconia",NA,"Miconia pusilliflora",NA,NA,NA,NA
"308","Jul-2024","branco","branco","B",996,0,"P13_B_01",427,1,"Moraceae","Morus",NA,"Milicia regia",NA,NA,NA,NA
"309","Jul-2024","branco","branco","B",996,0,"P13_B_02",97,1,"Melastomataceae","Miconia",NA,"Miconia pusilliflora",NA,NA,NA,NA
"310","Jul-2024","branco","branco","B",996,0,"P13_B_03",7,1,"Malpighiaceae","Banisteriopsis",NA,"Banisteriopsis caapi",NA,NA,NA,NA
"311","Jul-2024","branco","branco","C",996,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"312","Jul-2024","branco","branco","D",996,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"313","Jul-2024","branco","branco","E",996,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"314","Jul-2024","branco","branco","H",996,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
