mes-de-seq,especie ,amostra,tag,total_no_reads_pool,OTU,no_reads_OTU,final_fate,family,genus ,first_species_BLAST,first_species_BOLD,species,seeds_found,notes,,
Jul-24,Myiarchus ferox,136,B,14221,P10_B_03,2,0,,,,,,,,,
Jul-24,Myiarchus ferox,136,B,14221,P10_B_04,2,0,,,,,,,,,
Jul-24,Myiarchus ferox,136,B,14221,P10_B_05,2,0,,,,,,,,,
Jul-24,Myiarchus ferox,136,B,14221,P10_B_06,3055,1,Melastomataceae,Miconia,Miconia pusilliflora,Clidemia urceolata,,,>97 reads,,
Jul-24,Myiarchus ferox,136,B,14221,P10_B_07,565,1,Fabaceae,Albizia,Myroxylon peruiferum,Albizia occidentalis,,,Fabaceae according to BOLD,,
Jul-24,Myiarchus ferox,136,B,14221,P10_B_08,310,4,Moraceae,Morus,Milicia regia,Streblus pendulinus,,,"detected as contamination in tag B, < 427 reads",,
Jul-24,Myiarchus ferox,136,B,14221,P10_B_09,266,2,Fabaceae,Albizia,Albizia sp.,,,,93% match ,,
Jul-24,Myiarchus ferox,136,B,14221,P10_B_10,42,1,Solanaceae,Solanum,Capsicum annuum,Datura stramonium,,,,,
Jul-24,Myiarchus ferox,136,B,14221,P10_B_11,27,1,Apocynaceae,Aspidosperma,Aspidosperma ramiflorum,Aspidosperma spruceanum,,,,,
Jul-24,Myiarchus ferox,136,B,14221,P10_B_12,31,2,Malvaceae,,Firmiana simplex,Brachychiton acerifolius,,,< 98% similarity ,,
Jul-24,Myiarchus ferox,136,B,14221,P10_B_13,12,0,Fabaceae,unknown,Fabaceae sp.,,,,97% match ,,
Jul-24,Pitangus sulphuratus,243,C,14221,P10_C_01,59,1,Melastomataceae,Miconia,Miconia pusilliflora,Clidemia urceolata,,,,,
Jul-24,Turdus amaurochalinus,477,D,14221,P10_D_01,37,1,Moraceae,Morus,Milicia regia,Streblus pendulinus,,,,,
Jul-24,Turdus amaurochalinus,477,D,14221,P10_D_02,14,0,Rosaceae,Rubus ,Rubus amabilis,Rubus trivialis,,,,,
Jul-24,Turdus leucomelas,481,E,14221,P10_E_01,34,1,Arecaceae,Syagrus ,Sabal yapa,Acrocomia aculeata,,,Syagrus?,,
Jul-24,Turdus leucomelas,481,E,14221,P10_E_02,18,0,Meliaceae,Guarea,Guarea guidonia,Guarea guidonia,,,,,
Jul-24,Turdus leucomelas,481,E,14221,P10_E_03,9,0,Primulaceae,Stylogyne,Embelia philippinensis,Stylogyne cauliflora,,,,,
Jul-24,Tachyphonus coronatus,432,H,14221,P10_H_01,24,1,Salicaceae,Casearia,Casearia sylvestris,Casearia praecox,,,,,
Jul-24,Ramphocelus carbo,110,A,16177,P11_A_01,1310,1,Solanaeceae,Cestrum,Nicotiana solanifolia,Nicotiana rustica,,,,,
Jul-24,Ramphocelus carbo,110,A,16177,P11_A_02,100,1,Urticaceae,Cecropia,Cecropia pachystachya,,,,,,
Jul-24,Ramphocelus carbo,110,A,16177,P11_A_03,16,0,Euphorbiaceae,Alchornea,Alchornea glandulosa,,,,,,
Jul-24,Ramphocelus carbo,110,A,16177,P11_A_04,31,1,Rhamnaceae,Gouania ,Gouania lupuloides,,,,,,
Jul-24,Antilophia galeata,447,B,16177,P11_B_01,4892,1,Bignoniaceae,Amphilophium,Amphilophium steyermarkii,,,,"native, climbing ",,
Jul-24,Antilophia galeata,447,B,16177,P11_B_02,1876,1,Urticaceae,Cecropia,Cecropia palmata,,,,,,
Jul-24,Antilophia galeata,447,B,16177,P11_B_03,735,1,Sapindaceae,Serjania/Paullinia,Serjania brachycarpa,,,,,,
Jul-24,Antilophia galeata,447,B,16177,P11_B_04,500,1,Solanaceae,Solanum,Capsicum annuum,,,,"pimenta, maybe cultivated, herbaceous",,
Jul-24,Antilophia galeata,447,B,16177,P11_B_05,256,2,,,,,,,<98% similarity with any organism,,
Jul-24,Antilophia galeata,447,B,16177,P11_B_06,154,2,,,,,,,<98% similarity with any organism,,
Jul-24,Antilophia galeata,447,B,16177,P11_B_07,111,1,Melastomataceae,Miconia,Miconia pusilliflora,,,,> 97 reads,,
Jul-24,Antilophia galeata,447,B,16177,P11_B_08,94,1,Sapinidaceae,Allophylus,Rhysotoechia florulenta,,,,,,
Jul-24,Antilophia galeata,447,B,16177,P11_B_09,48,2,,,,,,,<98% similarity with any organism,,
Jul-24,Antilophia galeata,447,B,16177,P11_B_10,79,2,,,,,,,<98% similarity with any organism,,
Jul-24,Antilophia galeata,447,B,16177,P11_B_11,84,2,,,,,,,<98% similarity with any organism,,
Jul-24,Antilophia galeata,447,B,16177,P11_B_12,70,2,,,,,,,<98% similarity with any organism,,
Jul-24,Antilophia galeata,447,B,16177,P11_B_13,38,1,Verbenaceae ,Citharexylum,Chaenorhinum minus,,,,,,
Jul-24,Antilophia galeata,447,B,16177,P11_B_14,25,2,,,,,,,<98% similarity with any organism,,
Jul-24,Antilophia galeata,447,B,16177,P11_B_15,54,2,,,,,,,<98% similarity with any organism,,
Jul-24,Antilophia galeata,447,B,16177,P11_B_16,7,0,,,,,,,,,
Jul-24,Antilophia galeata,447,B,16177,P11_B_17,16,0,Solanaceae,Nicotiana ,Mandragora caulescens,,,,,,
Jul-24,Antilophia galeata,447,B,16177,P11_B_18,4,0,,,,,,,,,
Jul-24,Antilophia galeata,447,B,16177,P11_B_19,4,0,,,,,,,,,
Jul-24,Antilophia galeata,447,B,16177,P11_B_20,2,0,,,,,,,,,
Jul-24,Antilophia galeata,447,B,16177,P11_B_21,4,0,,,,,,,,,
Jul-24,Antilophia galeata,447,B,16177,P11_B_22,4,0,,,,,,,,,
Jul-24,Antilophia galeata,447,B,16177,P11_B_23,4,0,,,,,,,,,
Jul-24,Antilophia galeata,447,B,16177,P11_B_24,4,0,,,,,,,,,
Jul-24,Antilophia galeata,447,B,16177,P11_B_25,2,0,,,,,,,,,
Jul-24,Antilophia galeata,447,B,16177,P11_B_26,2,0,,,,,,,,,
Jul-24,Antilophia galeata,458,C,16177,NA,NA,3,,,,,,,,,
Jul-24,Ramphocelus carbo,103,D,16177,P11_D_01,65,1,Solanaeceae,Solanum ,Nicotiana solanifolia,,,,,,
Jul-24,Ramphocelus carbo,103,D,16177,P11_D_02,94,1,Boraginaceae,Cordia,Cordia spinescens,,,,,,
Jul-24,Ramphocelus carbo,103,D,16177,P11_D_03,2,0,,,,,,,,,
Jul-24,Arremon flavirostris,099,E,16177,P11_E_01,47,1,Sapindaceae,Serjania/Paullinia,Serjania brachycarpa,,,,,,
Jul-24,Arremon flavirostris,099,E,16177,P11_E_02,26,1,Solanaeceae,Nicotiana ,Nicotiana solanifolia,,,,small solanaceae present is probably Solanum americananum,,
Jul-24,Arremon flavirostris,099,E,16177,P11_E_03,9,0,Polygonaceae,Ruprechtia,Ruprechtia laxiflora,,,,,,
Jul-24,Arremon flavirostris,099,E,16177,P11_E_04,4,0,,,,,,,,,
Jul-24,Arremon flavirostris,099,E,16177,P11_E_05,2,0,,,,,,,,,
Jul-24,Arremon flavirostris,271,H,16177,P11_H_01,24,1,Melastomataceae,Miconia,Miconia pusilliflora,,,,,,
Jul-24,Arremon flavirostris,271,H,16177,P11_H_02,5,0,,,,,,,,,
Jul-24,Arremon flavirostris,271,H,16177,P11_H_03,2,0,,,,,,,,,
Jul-24,Ramphocelus carbo,322,A,26460,P12_A_01,1075,1,Piperaceae,Piper,Piper chamissonis,,,,,,
Jul-24,Ramphocelus carbo,322,A,26460,P12_A_02,23,1,Sapindaceae,Serjania/Paullinia,Serjania brachycarpa,,,,,,
Jul-24,Ramphocelus carbo,322,A,26460,P12_A_03,3,0,,,,,,,,,
Jul-24,Ramphocelus carbo,322,A,26460,P12_A_04,5,0,,,,,,,,,
Jul-24,Cnemotriccus fuscatus,043,B,26460,P12_B_01,18446,1,Salicaceae,Casearia,Casearia sylvestris,,,,,,
Jul-24,Cnemotriccus fuscatus,043,B,26460,P12_B_02,1000,1,Meliaceae,Trichilia ,Dysoxylum densiflorum,,,,,,
Jul-24,Cnemotriccus fuscatus,043,B,26460,P12_B_03,146,1,Combretaceae,Terminalia,Terminalia guyanensis,,,,,,
Jul-24,Cnemotriccus fuscatus,043,B,26460,P12_B_04,58,2,,,,,,,<98% similarity with any organism,,
Jul-24,Cnemotriccus fuscatus,043,B,26460,P12_B_05,24,2,,,,,,,,,
Jul-24,Cnemotriccus fuscatus,043,B,26460,P12_B_06,36,2,,,,,,,,,
Jul-24,Cnemotriccus fuscatus,043,B,26460,P12_B_07,25,1,Salicaceae,Casearia,Ryania speciosa,,,,,,
Jul-24,Cnemotriccus fuscatus,043,B,26460,P12_B_08,2,0,,,,,,,,,
Jul-24,Cnemotriccus fuscatus,043,B,26460,P12_B_09,6,0,,,,,,,,,
Jul-24,Cnemotriccus fuscatus,043,B,26460,P12_B_10,2,0,,,,,,,,,
Jul-24,Cnemotriccus fuscatus,043,B,26460,P12_B_11,2,0,,,,,,,,,
Jul-24,Thraupis sayaca,212,C,26460,P12_C_01,39,1,Melastomataceae,Miconia,Miconia pusilliflora,,,,,,
Jul-24,Thraupis sayaca,212,C,26460,P12_C_02,28,1,Moraceae,Maclura,Maclura tinctoria,,,,,,
Jul-24,Pitangus sulphuratus,244,D,26460,P12_D_01,104,1,Myrtaceae,Psidium,Psidium cattleyanum,,,,,,
Jul-24,Pitangus sulphuratus,244,D,26460,P12_D_02,9,0,Melastomataceae,Miconia,,,,,,,
Jul-24,Turdus leucomelas,257,E,26460,P12_E_01,68,1,Myrtaceae,Syzygium,Syzygium cumini,,,,,,
Jul-24,Turdus leucomelas,257,E,26460,P12_E_02,22,1,Fabaceae,Senna,Conzattia multiflora,,,,,,
Jul-24,Turdus leucomelas,257,E,26460,P12_E_03,7,0,Heliotropiaceae,Myriopus ,,,,,,,
Jul-24,Turdus leucomelas,257,E,26460,P12_E_04,2,0,,,,,,,,,
Jul-24,Ramphocelus carbo,321,H,26460,P12_H_01,24,1,Solanaceae,Solanum,Solanum tuberosum,,,,,,
Jul-24,branco,branco,A,996,P13_A_01,22,1,Melastomataceae,Miconia,Miconia pusilliflora,,,,,,
Jul-24,branco,branco,B,996,P13_B_01,427,1,Moraceae,Morus,Milicia regia,,,,,,
Jul-24,branco,branco,B,996,P13_B_02,97,1,Melastomataceae,Miconia,Miconia pusilliflora,,,,,,
Jul-24,branco,branco,B,996,P13_B_03,7,0,Malpighiaceae,Banisteriopsis,Banisteriopsis caapi,,,,,,
Jul-24,branco,branco,C,996,NA,NA,3,,,,,,,,,
Jul-24,branco,branco,D,996,NA,NA,3,,,,,,,,,
Jul-24,branco,branco,E,996,NA,NA,3,,,,,,,,,
Jul-24,branco,branco,H,996,NA,NA,3,,,,,,,,,
